,Date,Time,Race,Gender,Body_Size,Age_Range,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,City,State,Postcode,Temperature,humidity,windspeed,conditions,Formatted_Date,Datetime,isRain,DayOfWeek,HourInDay
1131,13/02/2016,12:27:33,chinese,female,thin,27.0,toddler,small,green,casual,blue,long_sleeve,black,long,blankets,5,10,no,42.0,0.0,10.0,3.003288351,101.4353184,2.0,Majlis Perbandaran Klang,Selangor,41200,32.8,60.45,3.9,Partially cloudy,2016-02-13,2016-02-13 12:27:33,False,5,12
1132,18/01/2016,13:54:41,indian,male,moderate,33.0,baby,small,green,formal,purple,long_sleeve,green,long,clothes,4,9,yes,55.0,0.0,14.0,3.092797889,101.3928308,2.0,Majlis Perbandaran Klang,Selangor,42200,32.0,66.58,3.8,Partially cloudy,2016-01-18,2016-01-18 13:54:41,False,0,13
1133,13/02/2016,3:14:47,indian,female,fat,44.0,toddler,small,white,casual,brown,short_sleeve,orange,short,blankets,3,8,yes,22.0,0.0,18.0,3.092546299,101.4646773,3.0,Shah Alam,Selangor,40170,27.0,84.13,1.9,Partially cloudy,2016-02-13,2016-02-13 03:14:47,False,5,3
1134,12/12/2015,1:38:47,malay,male,thin,42.0,no_kids,big,pink,casual,blue,long_sleeve,grey,long,clothes,3,8,yes,25.0,1.0,17.0,3.0332297,101.5309459,3.0,Shah Alam,Selangor,40420,25.0,94.19,0.0,Partially cloudy,2015-12-12,2015-12-12 01:38:47,False,5,1
1135,04/01/2016,17:40:44,malay,male,thin,21.0,no_kids,big,black,formal,red,long_sleeve,brown,long,clothes,6,7,no,18.0,5.0,12.0,3.077977071,101.4031847,2.0,Majlis Perbandaran Klang,Selangor,42100,31.0,67.3,12.8,Partially cloudy,2016-01-04,2016-01-04 17:40:44,False,0,17
1136,13/02/2016,11:14:26,chinese,female,moderate,37.0,toddler,big,blue,casual,red,long_sleeve,blue,short,clothes,6,8,yes,31.0,5.0,10.0,3.07574468,101.4706982,1.0,Majlis Perbandaran Klang,Selangor,41150,31.0,62.73,5.3,Partially cloudy,2016-02-13,2016-02-13 11:14:26,False,5,11
1137,15/02/2016,0:00:58,chinese,male,fat,56.0,toddler,small,pink,formal,red,short_sleeve,purple,long,clothes,5,8,no,53.0,0.0,16.0,3.020463982,101.3985959,3.0,Majlis Perbandaran Klang,Selangor,41250,25.2,93.26,0.6,Partially cloudy,2016-02-15,2016-02-15 00:00:58,False,0,0
1138,09/01/2016,15:49:36,foreigner,male,moderate,37.0,young,small,grey,casual,red,long_sleeve,blue,long,clothes,3,10,no,24.0,4.0,19.0,3.050909222,101.5190195,3.0,Shah Alam,Selangor,40200,32.9,56.15,4.0,Partially cloudy,2016-01-09,2016-01-09 15:49:36,False,5,15
1139,11/12/2015,10:46:27,malay,male,thin,60.0,young,small,purple,casual,black,short_sleeve,blue,long,clothes,6,8,no,39.0,0.0,21.0,3.084108912,101.553301,1.0,Shah Alam,Selangor,40675,27.0,83.83,11.0,Partially cloudy,2015-12-11,2015-12-11 10:46:27,False,4,10
1140,03/12/2015,13:34:45,chinese,male,thin,43.0,baby,big,blue,formal,green,long_sleeve,blue,long,clothes,3,7,yes,36.0,5.0,7.0,2.99784353,101.4502822,2.0,Majlis Perbandaran Klang,Selangor,41200,33.0,59.89,5.4,Partially cloudy,2015-12-03,2015-12-03 13:34:45,False,3,13
1141,14/02/2016,22:12:43,foreigner,male,fat,27.0,no_kids,small,yellow,casual,white,long_sleeve,blue,long,clothes,6,8,no,20.0,1.0,9.0,2.989413459,101.4931073,2.0,Majlis Perbandaran Klang,Selangor,40470,25.2,92.22,3.9,Partially cloudy,2016-02-14,2016-02-14 22:12:43,False,6,22
1142,16/01/2016,18:18:03,foreigner,male,moderate,45.0,young,big,brown,traditional,orange,short_sleeve,black,long,clothes,5,7,no,60.0,2.0,14.0,3.084334631,101.5023403,1.0,Shah Alam,Selangor,40604,26.1,93.64,5.5,Partially cloudy,2016-01-16,2016-01-16 18:18:03,False,5,18
1143,21/01/2016,22:54:34,indian,male,fat,50.0,baby,big,pink,formal,blue,long_sleeve,white,long,blankets,3,9,yes,30.0,3.0,14.0,3.027883737,101.5153622,1.0,Shah Alam,Selangor,40470,27.9,75.51,5.2,Partially cloudy,2016-01-21,2016-01-21 22:54:34,False,3,22
1144,11/01/2016,1:22:20,indian,male,moderate,37.0,young,small,black,casual,brown,long_sleeve,purple,short,clothes,6,8,yes,16.0,5.0,10.0,3.096660153,101.3793739,1.0,Majlis Perbandaran Klang,Selangor,42200,27.0,88.24,4.3,Partially cloudy,2016-01-11,2016-01-11 01:22:20,False,0,1
1145,01/03/2016,13:18:18,malay,male,moderate,24.0,toddler,small,red,formal,black,short_sleeve,grey,long,blankets,3,8,no,59.0,5.0,13.0,3.077590104,101.4376454,1.0,Majlis Perbandaran Klang,Selangor,41400,29.7,66.92,13.3,Partially cloudy,2016-03-01,2016-03-01 13:18:18,False,1,13
1146,04/12/2015,17:14:59,foreigner,female,thin,34.0,toddler,big,green,casual,brown,short_sleeve,purple,long,blankets,4,9,no,28.0,5.0,13.0,3.068427213,101.421654,2.0,Majlis Perbandaran Klang,Selangor,42100,31.9,66.21,12.1,Partially cloudy,2015-12-04,2015-12-04 17:14:59,False,4,17
1147,17/12/2015,15:36:28,foreigner,male,fat,30.0,no_kids,big,pink,casual,grey,short_sleeve,red,short,blankets,4,9,no,59.0,4.0,8.0,3.006739706,101.5242645,2.0,Shah Alam,Selangor,40470,30.7,63.46,9.8,Overcast,2015-12-17,2015-12-17 15:36:28,False,3,15
1148,02/02/2016,16:27:21,foreigner,male,thin,53.0,no_kids,big,white,casual,yellow,short_sleeve,red,long,blankets,3,9,no,35.0,2.0,19.0,3.070726349,101.5245553,2.0,Shah Alam,Selangor,40000,34.9,44.63,7.7,Partially cloudy,2016-02-02,2016-02-02 16:27:21,False,1,16
1149,03/02/2016,12:57:46,malay,male,moderate,33.0,no_kids,big,brown,casual,grey,short_sleeve,blue,short,clothes,5,8,no,29.0,3.0,15.0,3.069589544,101.3963527,3.0,Majlis Perbandaran Klang,Selangor,42100,29.9,66.63,6.9,Partially cloudy,2016-02-03,2016-02-03 12:57:46,False,2,12
1150,14/12/2015,19:45:54,foreigner,male,thin,55.0,toddler,big,green,formal,brown,long_sleeve,blue,short,clothes,4,8,yes,54.0,3.0,14.0,3.083792569,101.4468473,2.0,Majlis Perbandaran Klang,Selangor,41050,28.0,88.58,10.7,Partially cloudy,2015-12-14,2015-12-14 19:45:54,False,0,19
1151,08/01/2016,11:35:10,foreigner,female,moderate,22.0,no_kids,big,orange,casual,green,long_sleeve,grey,long,clothes,3,9,yes,50.0,5.0,8.0,3.008758535,101.480889,3.0,Majlis Perbandaran Klang,Selangor,40470,30.4,64.3,10.9,Partially cloudy,2016-01-08,2016-01-08 11:35:10,False,4,11
1152,05/12/2015,1:13:48,malay,male,fat,47.0,young,small,yellow,formal,grey,long_sleeve,black,short,clothes,6,9,no,16.0,4.0,7.0,3.023036452,101.5063917,1.0,Shah Alam,Selangor,40470,26.1,93.11,0.2,Partially cloudy,2015-12-05,2015-12-05 01:13:48,False,5,1
1153,04/12/2015,8:47:34,foreigner,male,moderate,50.0,toddler,small,pink,formal,grey,long_sleeve,blue,short,clothes,6,8,no,57.0,1.0,16.0,3.062493419,101.5315244,1.0,Shah Alam,Selangor,40200,24.8,90.88,0.0,Partially cloudy,2015-12-04,2015-12-04 08:47:34,False,4,8
1154,20/12/2015,18:48:00,malay,female,fat,45.0,baby,small,grey,casual,orange,short_sleeve,white,long,blankets,3,9,yes,34.0,4.0,13.0,3.096314589,101.5224662,3.0,Shah Alam,Selangor,40604,29.0,74.47,11.1,Partially cloudy,2015-12-20,2015-12-20 18:48:00,False,6,18
1155,20/02/2016,4:47:38,chinese,male,moderate,18.0,toddler,small,black,casual,blue,long_sleeve,pink,short,clothes,6,7,no,39.0,3.0,15.0,2.999920777,101.5158494,1.0,Shah Alam,Selangor,40470,25.9,89.55,1.5,Partially cloudy,2016-02-20,2016-02-20 04:47:38,False,5,4
1156,17/12/2015,17:58:30,foreigner,male,moderate,32.0,baby,small,black,traditional,grey,long_sleeve,green,long,blankets,4,10,no,34.0,0.0,17.0,3.048043666,101.480103,3.0,Shah Alam,Selangor,40200,29.1,76.67,14.6,Overcast,2015-12-17,2015-12-17 17:58:30,False,3,17
1157,10/02/2016,23:17:32,malay,male,fat,56.0,toddler,big,orange,formal,pink,short_sleeve,black,long,clothes,5,10,no,53.0,3.0,8.0,3.022061312,101.4079785,3.0,Majlis Perbandaran Klang,Selangor,41250,28.1,73.0,4.8,Partially cloudy,2016-02-10,2016-02-10 23:17:32,False,2,23
1158,25/12/2015,1:25:44,indian,male,moderate,35.0,toddler,small,orange,casual,black,long_sleeve,red,long,clothes,3,10,yes,19.0,3.0,12.0,3.003484928,101.3894955,1.0,Majlis Perbandaran Klang,Selangor,42009,25.8,94.22,0.0,Partially cloudy,2015-12-25,2015-12-25 01:25:44,False,4,1
1159,12/12/2015,17:55:16,foreigner,male,thin,36.0,toddler,big,brown,formal,black,short_sleeve,green,short,clothes,4,10,yes,31.0,5.0,14.0,3.075021217,101.5124991,1.0,Shah Alam,Selangor,40604,26.7,90.85,7.7,Partially cloudy,2015-12-12,2015-12-12 17:55:16,False,5,17
1160,23/12/2015,6:08:46,malay,female,moderate,58.0,baby,small,orange,formal,white,short_sleeve,black,long,blankets,5,8,no,46.0,3.0,12.0,3.080834058,101.5053654,1.0,Shah Alam,Selangor,40604,26.0,88.76,1.8,Partially cloudy,2015-12-23,2015-12-23 06:08:46,False,2,6
1161,30/01/2016,3:33:13,foreigner,female,thin,43.0,toddler,big,grey,formal,orange,short_sleeve,white,short,blankets,4,7,no,58.0,3.0,13.0,3.002889156,101.5110673,2.0,Shah Alam,Selangor,40470,25.9,94.23,0.3,Partially cloudy,2016-01-30,2016-01-30 03:33:13,False,5,3
1162,01/03/2016,20:47:18,indian,female,moderate,60.0,baby,small,brown,casual,blue,long_sleeve,grey,short,clothes,4,9,yes,46.0,0.0,7.0,3.047020046,101.3986486,1.0,Majlis Perbandaran Klang,Selangor,41250,28.7,83.34,3.4,"Rain, Partially cloudy",2016-03-01,2016-03-01 20:47:18,True,1,20
1163,03/12/2015,4:47:04,malay,female,fat,53.0,toddler,big,blue,traditional,purple,short_sleeve,blue,short,blankets,5,8,yes,52.0,3.0,8.0,3.086309181,101.5408811,3.0,Shah Alam,Selangor,40100,25.0,94.11,3.6,Partially cloudy,2015-12-03,2015-12-03 04:47:04,False,3,4
1164,09/12/2015,14:43:23,malay,male,moderate,39.0,toddler,big,black,formal,red,long_sleeve,red,long,blankets,4,8,no,14.0,1.0,18.0,3.054941025,101.4543786,2.0,Majlis Perbandaran Klang,Selangor,41000,33.0,59.73,3.7,"Rain, Partially cloudy",2015-12-09,2015-12-09 14:43:23,True,2,14
1165,11/02/2016,22:20:06,chinese,male,moderate,24.0,toddler,small,yellow,casual,pink,short_sleeve,red,long,clothes,5,9,no,56.0,3.0,9.0,3.01082437,101.3966642,2.0,Majlis Perbandaran Klang,Selangor,42009,28.2,78.95,7.2,Partially cloudy,2016-02-11,2016-02-11 22:20:06,False,3,22
1166,28/02/2016,1:43:30,foreigner,male,fat,33.0,no_kids,small,blue,casual,white,long_sleeve,blue,long,clothes,5,9,yes,34.0,5.0,8.0,3.075094719,101.552429,3.0,Shah Alam,Selangor,40675,27.0,83.56,9.3,Partially cloudy,2016-02-28,2016-02-28 01:43:30,False,6,1
1167,08/01/2016,16:03:56,chinese,female,fat,51.0,no_kids,small,purple,casual,brown,short_sleeve,pink,short,clothes,5,8,no,36.0,4.0,13.0,2.985494865,101.4650813,2.0,Majlis Perbandaran Klang,Selangor,41200,33.8,56.0,8.2,Partially cloudy,2016-01-08,2016-01-08 16:03:56,False,4,16
1168,22/01/2016,14:43:34,malay,female,moderate,55.0,toddler,small,orange,formal,green,short_sleeve,black,long,blankets,3,9,no,60.0,4.0,13.0,2.995902921,101.4541811,3.0,Majlis Perbandaran Klang,Selangor,41200,33.8,54.3,8.4,Partially cloudy,2016-01-22,2016-01-22 14:43:34,False,4,14
1169,27/02/2016,22:17:22,foreigner,female,thin,42.0,baby,big,brown,formal,white,long_sleeve,yellow,long,clothes,5,8,yes,46.0,0.0,18.0,3.049595142,101.4560739,2.0,Majlis Perbandaran Klang,Selangor,41000,28.0,78.92,5.1,Partially cloudy,2016-02-27,2016-02-27 22:17:22,False,5,22
1170,02/02/2016,5:05:13,indian,male,fat,41.0,toddler,big,blue,traditional,green,long_sleeve,brown,short,clothes,5,9,no,52.0,2.0,17.0,2.985854963,101.5562089,1.0,Subang Jaya,Selangor,40460,25.1,93.85,2.2,Partially cloudy,2016-02-02,2016-02-02 05:05:13,False,1,5
1171,22/12/2015,12:19:47,indian,male,fat,40.0,baby,small,blue,formal,orange,long_sleeve,blue,long,blankets,4,10,yes,17.0,4.0,10.0,3.088649071,101.5175932,3.0,Shah Alam,Selangor,40604,31.0,66.45,9.4,Partially cloudy,2015-12-22,2015-12-22 12:19:47,False,1,12
1172,05/12/2015,3:33:06,foreigner,male,fat,48.0,young,big,blue,casual,grey,short_sleeve,orange,short,blankets,5,8,no,23.0,4.0,15.0,3.029238187,101.5027394,2.0,Shah Alam,Selangor,40470,26.0,93.72,0.3,Partially cloudy,2015-12-05,2015-12-05 03:33:06,False,5,3
1173,01/01/2016,13:22:04,foreigner,male,moderate,21.0,no_kids,big,black,traditional,green,long_sleeve,black,short,blankets,3,9,yes,36.0,2.0,7.0,3.064207418,101.4401514,1.0,Majlis Perbandaran Klang,Selangor,41400,28.9,70.82,4.9,Partially cloudy,2016-01-01,2016-01-01 13:22:04,False,4,13
1174,14/02/2016,14:15:11,foreigner,female,fat,55.0,no_kids,big,red,formal,blue,short_sleeve,white,short,clothes,6,7,no,17.0,0.0,15.0,2.988396363,101.4907006,1.0,Majlis Perbandaran Klang,Selangor,40470,33.9,56.75,8.2,Partially cloudy,2016-02-14,2016-02-14 14:15:11,False,6,14
1175,07/01/2016,18:50:07,indian,male,moderate,60.0,young,small,orange,casual,purple,long_sleeve,pink,long,clothes,3,7,no,37.0,4.0,17.0,3.091169705,101.5131871,2.0,Shah Alam,Selangor,40604,31.0,66.11,13.0,Partially cloudy,2016-01-07,2016-01-07 18:50:07,False,3,18
1176,08/12/2015,6:38:47,indian,male,moderate,32.0,young,big,yellow,formal,yellow,long_sleeve,blue,short,clothes,4,7,yes,44.0,1.0,7.0,3.00970016,101.4787821,1.0,Majlis Perbandaran Klang,Selangor,40470,25.0,93.43,1.6,Partially cloudy,2015-12-08,2015-12-08 06:38:47,False,1,6
1177,23/12/2015,13:22:10,indian,male,fat,46.0,toddler,small,blue,traditional,black,short_sleeve,yellow,short,blankets,4,7,no,53.0,3.0,7.0,3.028054076,101.4771136,1.0,Majlis Perbandaran Klang,Selangor,41000,31.9,63.48,16.2,Partially cloudy,2015-12-23,2015-12-23 13:22:10,False,2,13
1178,12/01/2016,1:40:25,chinese,male,moderate,48.0,toddler,small,pink,casual,green,short_sleeve,blue,long,blankets,5,10,yes,24.0,3.0,10.0,3.065824272,101.4663996,1.0,Majlis Perbandaran Klang,Selangor,41150,26.1,88.09,3.7,Partially cloudy,2016-01-12,2016-01-12 01:40:25,False,1,1
1179,29/01/2016,13:21:13,foreigner,female,fat,31.0,no_kids,big,black,formal,orange,long_sleeve,yellow,short,blankets,6,9,no,45.0,0.0,7.0,3.087123079,101.5032098,1.0,Shah Alam,Selangor,40604,32.0,62.63,5.5,Partially cloudy,2016-01-29,2016-01-29 13:21:13,False,4,13
1180,24/01/2016,16:04:40,foreigner,male,fat,36.0,baby,small,grey,casual,blue,short_sleeve,black,long,clothes,3,7,yes,43.0,3.0,19.0,3.023766648,101.4889119,3.0,Shah Alam,Selangor,40470,34.1,47.04,13.0,Partially cloudy,2016-01-24,2016-01-24 16:04:40,False,6,16
1181,12/02/2016,2:18:49,indian,male,thin,55.0,toddler,small,purple,casual,grey,long_sleeve,green,short,clothes,5,8,yes,52.0,0.0,8.0,3.035426308,101.5211162,1.0,Shah Alam,Selangor,40420,25.8,88.2,2.2,"Rain, Partially cloudy",2016-02-12,2016-02-12 02:18:49,True,4,2
1182,21/01/2016,5:12:18,chinese,male,fat,46.0,toddler,big,grey,traditional,orange,long_sleeve,brown,short,clothes,6,8,no,44.0,0.0,15.0,2.984749173,101.4841146,3.0,Majlis Perbandaran Klang,Selangor,41200,26.7,83.78,2.4,Partially cloudy,2016-01-21,2016-01-21 05:12:18,False,3,5
1183,21/02/2016,9:29:18,malay,female,fat,47.0,toddler,big,purple,traditional,grey,long_sleeve,blue,long,clothes,3,9,no,40.0,2.0,12.0,2.986564097,101.5546837,2.0,Shah Alam,Selangor,40460,26.2,78.67,3.0,Partially cloudy,2016-02-21,2016-02-21 09:29:18,False,6,9
1184,24/12/2015,3:30:16,chinese,female,thin,21.0,toddler,big,white,casual,brown,short_sleeve,blue,short,clothes,5,8,yes,27.0,4.0,10.0,3.041327061,101.4291377,2.0,Majlis Perbandaran Klang,Selangor,41400,27.0,88.84,6.9,Partially cloudy,2015-12-24,2015-12-24 03:30:16,False,3,3
1185,22/02/2016,4:51:31,malay,male,fat,59.0,toddler,small,white,casual,white,long_sleeve,brown,long,blankets,3,7,no,11.0,2.0,18.0,2.996430561,101.4404095,1.0,Majlis Perbandaran Klang,Selangor,41200,25.0,82.55,4.9,Partially cloudy,2016-02-22,2016-02-22 04:51:31,False,0,4
1186,26/12/2015,22:39:23,indian,female,moderate,43.0,toddler,big,purple,formal,grey,short_sleeve,black,long,blankets,4,10,yes,55.0,0.0,16.0,3.055644174,101.5535285,3.0,Shah Alam,Selangor,40300,28.0,78.5,2.1,Partially cloudy,2015-12-26,2015-12-26 22:39:23,False,5,22
1187,27/01/2016,17:09:09,chinese,male,fat,42.0,toddler,big,brown,formal,green,long_sleeve,yellow,long,clothes,6,10,yes,49.0,3.0,21.0,2.994586521,101.4168503,1.0,Majlis Perbandaran Klang,Selangor,42000,33.6,57.34,7.9,Partially cloudy,2016-01-27,2016-01-27 17:09:09,False,2,17
1188,08/02/2016,21:23:44,malay,female,moderate,18.0,young,big,blue,formal,green,short_sleeve,black,short,clothes,5,10,no,17.0,5.0,10.0,3.015238889,101.5164518,3.0,Shah Alam,Selangor,40470,28.0,74.3,3.4,Partially cloudy,2016-02-08,2016-02-08 21:23:44,False,0,21
1189,28/02/2016,21:12:59,indian,male,fat,52.0,young,big,pink,traditional,white,short_sleeve,blue,long,clothes,3,9,yes,35.0,4.0,7.0,2.992841165,101.5394618,3.0,Shah Alam,Selangor,40460,25.0,95.17,8.1,Overcast,2016-02-28,2016-02-28 21:12:59,False,6,21
1190,15/01/2016,17:55:58,malay,male,thin,27.0,baby,small,brown,traditional,brown,short_sleeve,pink,short,blankets,4,7,no,18.0,2.0,15.0,3.008681883,101.5078537,3.0,Shah Alam,Selangor,40470,25.2,93.71,12.0,Overcast,2016-01-15,2016-01-15 17:55:58,False,4,17
1191,27/02/2016,17:10:49,indian,male,fat,54.0,toddler,small,green,traditional,orange,long_sleeve,orange,long,blankets,4,9,no,48.0,1.0,17.0,3.069952898,101.5392263,3.0,Shah Alam,Selangor,40675,31.9,59.52,14.7,Partially cloudy,2016-02-27,2016-02-27 17:10:49,False,5,17
1192,21/01/2016,13:26:29,malay,male,fat,39.0,young,big,grey,formal,black,short_sleeve,grey,short,clothes,6,8,no,59.0,3.0,17.0,3.007386682,101.5087928,2.0,Shah Alam,Selangor,40470,32.9,55.77,9.3,Partially cloudy,2016-01-21,2016-01-21 13:26:29,False,3,13
1193,29/01/2016,3:46:20,malay,female,thin,48.0,toddler,small,yellow,casual,blue,long_sleeve,blue,long,clothes,3,8,yes,47.0,0.0,15.0,3.023852308,101.4487595,3.0,Majlis Perbandaran Klang,Selangor,41200,25.0,94.19,1.0,Partially cloudy,2016-01-29,2016-01-29 03:46:20,False,4,3
1194,14/01/2016,21:55:46,chinese,male,moderate,26.0,no_kids,small,yellow,casual,black,long_sleeve,yellow,short,blankets,3,9,no,47.0,4.0,21.0,3.041415253,101.402681,1.0,Majlis Perbandaran Klang,Selangor,41250,25.1,94.2,5.7,Partially cloudy,2016-01-14,2016-01-14 21:55:46,False,3,21
1195,27/12/2015,5:02:51,chinese,female,moderate,32.0,baby,small,white,traditional,pink,long_sleeve,pink,short,clothes,6,10,no,54.0,3.0,19.0,3.024491369,101.5477221,2.0,Shah Alam,Selangor,40400,24.0,87.32,0.7,Partially cloudy,2015-12-27,2015-12-27 05:02:51,False,6,5
1196,13/01/2016,13:36:07,chinese,male,thin,32.0,baby,small,red,traditional,brown,short_sleeve,purple,long,blankets,5,10,yes,41.0,0.0,9.0,3.004342143,101.4356547,1.0,Majlis Perbandaran Klang,Selangor,41200,33.0,56.37,8.4,Partially cloudy,2016-01-13,2016-01-13 13:36:07,False,2,13
1197,02/01/2016,3:00:08,indian,male,thin,48.0,toddler,small,red,traditional,orange,long_sleeve,blue,short,blankets,5,7,yes,12.0,4.0,7.0,3.075239403,101.4239726,3.0,Majlis Perbandaran Klang,Selangor,42100,24.9,89.15,0.0,Partially cloudy,2016-01-02,2016-01-02 03:00:08,False,5,3
1198,31/12/2015,11:16:05,malay,male,moderate,52.0,no_kids,small,black,formal,orange,short_sleeve,blue,short,clothes,4,9,no,11.0,4.0,12.0,3.002550245,101.4133158,1.0,Majlis Perbandaran Klang,Selangor,42000,30.7,53.22,3.6,Partially cloudy,2015-12-31,2015-12-31 11:16:05,False,3,11
1199,15/12/2015,12:56:52,chinese,male,thin,44.0,no_kids,small,yellow,traditional,black,short_sleeve,pink,long,blankets,6,7,yes,12.0,4.0,17.0,3.095422827,101.4532435,1.0,Shah Alam,Selangor,40170,30.9,63.08,3.6,Partially cloudy,2015-12-15,2015-12-15 12:56:52,False,1,12
1200,10/02/2016,0:31:25,malay,female,fat,42.0,baby,small,purple,casual,black,short_sleeve,blue,long,clothes,5,8,no,48.0,2.0,10.0,3.028704907,101.5148414,1.0,Shah Alam,Selangor,40470,28.0,78.92,3.9,Partially cloudy,2016-02-10,2016-02-10 00:31:25,False,2,0
1201,31/01/2016,0:32:30,indian,male,thin,49.0,young,small,orange,formal,black,long_sleeve,black,long,blankets,5,9,no,50.0,1.0,9.0,2.991004529,101.4095564,3.0,Majlis Perbandaran Klang,Selangor,42009,28.0,83.79,2.2,Partially cloudy,2016-01-31,2016-01-31 00:32:30,False,6,0
1202,02/12/2015,15:32:19,malay,female,thin,30.0,no_kids,big,pink,formal,blue,short_sleeve,red,long,clothes,4,7,yes,21.0,2.0,11.0,3.065351428,101.4364589,3.0,Majlis Perbandaran Klang,Selangor,41400,30.9,63.47,5.4,Partially cloudy,2015-12-02,2015-12-02 15:32:19,False,2,15
1203,17/01/2016,15:22:24,chinese,female,thin,22.0,no_kids,big,brown,traditional,pink,long_sleeve,yellow,short,blankets,6,9,no,22.0,0.0,10.0,3.063292132,101.3832697,3.0,Majlis Perbandaran Klang,Selangor,42100,31.1,69.94,15.6,Partially cloudy,2016-01-17,2016-01-17 15:22:24,False,6,15
1204,13/01/2016,13:49:39,foreigner,male,fat,43.0,no_kids,big,black,traditional,orange,long_sleeve,blue,short,blankets,4,7,yes,12.0,5.0,12.0,3.050697869,101.4767095,2.0,Majlis Perbandaran Klang,Selangor,41300,33.0,56.05,8.9,Partially cloudy,2016-01-13,2016-01-13 13:49:39,False,2,13
1205,29/02/2016,1:26:15,malay,male,thin,39.0,baby,small,purple,formal,orange,long_sleeve,white,long,blankets,4,8,yes,29.0,2.0,21.0,3.000294966,101.400452,3.0,Majlis Perbandaran Klang,Selangor,42009,25.2,92.03,1.0,Partially cloudy,2016-02-29,2016-02-29 01:26:15,False,0,1
1206,16/12/2015,1:06:54,chinese,female,fat,59.0,no_kids,small,orange,casual,yellow,short_sleeve,blue,short,blankets,5,8,yes,30.0,4.0,17.0,3.088914936,101.4696792,1.0,Majlis Perbandaran Klang,Selangor,41150,25.0,93.7,0.2,Partially cloudy,2015-12-16,2015-12-16 01:06:54,False,2,1
1207,07/02/2016,4:16:53,foreigner,female,fat,48.0,baby,big,white,traditional,grey,short_sleeve,red,short,blankets,6,9,no,15.0,5.0,11.0,2.989551946,101.4057965,3.0,Majlis Perbandaran Klang,Selangor,42009,25.4,90.75,7.3,Partially cloudy,2016-02-07,2016-02-07 04:16:53,False,6,4
1208,13/02/2016,11:43:10,foreigner,male,fat,54.0,no_kids,big,purple,casual,black,short_sleeve,grey,long,blankets,3,8,no,28.0,1.0,10.0,3.059996961,101.4646159,1.0,Majlis Perbandaran Klang,Selangor,41150,31.0,62.81,5.3,Partially cloudy,2016-02-13,2016-02-13 11:43:10,False,5,11
1209,24/02/2016,12:56:39,indian,male,fat,51.0,young,small,white,traditional,red,long_sleeve,orange,short,clothes,4,9,yes,23.0,2.0,12.0,3.051524127,101.4613023,3.0,Majlis Perbandaran Klang,Selangor,41000,32.0,49.64,5.9,Partially cloudy,2016-02-24,2016-02-24 12:56:39,False,2,12
1210,09/01/2016,11:27:46,malay,male,fat,18.0,toddler,big,orange,casual,black,long_sleeve,blue,short,blankets,6,10,no,20.0,2.0,16.0,3.088616342,101.5270693,3.0,Shah Alam,Selangor,40100,31.1,58.84,5.6,Partially cloudy,2016-01-09,2016-01-09 11:27:46,False,5,11
1211,25/02/2016,13:07:13,malay,female,fat,22.0,no_kids,small,green,casual,white,long_sleeve,black,long,blankets,3,10,no,49.0,5.0,19.0,3.094796963,101.5474969,1.0,Shah Alam,Selangor,40150,33.0,46.47,11.3,Partially cloudy,2016-02-25,2016-02-25 13:07:13,False,3,13
1212,01/12/2015,19:10:41,indian,male,thin,31.0,toddler,small,blue,traditional,pink,short_sleeve,green,long,clothes,5,9,no,44.0,1.0,15.0,3.066349047,101.388587,2.0,Majlis Perbandaran Klang,Selangor,42000,25.1,93.49,3.2,Partially cloudy,2015-12-01,2015-12-01 19:10:41,False,1,19
1213,20/02/2016,15:05:27,chinese,female,moderate,33.0,toddler,small,white,formal,yellow,long_sleeve,grey,long,clothes,3,8,yes,53.0,3.0,19.0,3.096941732,101.4639984,3.0,Shah Alam,Selangor,40170,31.9,63.19,11.2,Partially cloudy,2016-02-20,2016-02-20 15:05:27,False,5,15
1214,28/01/2016,11:13:13,chinese,male,moderate,44.0,no_kids,small,grey,traditional,white,long_sleeve,brown,short,clothes,5,8,yes,53.0,1.0,10.0,2.990807372,101.5568502,1.0,Subang Jaya,Selangor,40460,31.3,64.42,5.0,Partially cloudy,2016-01-28,2016-01-28 11:13:13,False,3,11
1215,13/12/2015,7:33:50,chinese,male,moderate,50.0,toddler,big,black,casual,yellow,short_sleeve,blue,short,clothes,4,8,yes,26.0,1.0,10.0,3.048437063,101.461433,1.0,Majlis Perbandaran Klang,Selangor,41000,25.0,94.19,1.6,Partially cloudy,2015-12-13,2015-12-13 07:33:50,False,6,7
1216,01/03/2016,21:50:37,indian,female,moderate,55.0,no_kids,small,red,formal,white,long_sleeve,blue,short,blankets,3,8,yes,53.0,3.0,9.0,2.986145267,101.4559485,1.0,Majlis Perbandaran Klang,Selangor,41200,28.0,83.79,0.0,Partially cloudy,2016-03-01,2016-03-01 21:50:37,False,1,21
1217,13/01/2016,18:06:32,indian,female,thin,42.0,toddler,small,black,casual,red,short_sleeve,black,long,clothes,6,7,no,35.0,3.0,13.0,3.004641053,101.5080189,2.0,Shah Alam,Selangor,40470,32.0,66.03,16.1,Partially cloudy,2016-01-13,2016-01-13 18:06:32,False,2,18
