Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,City,State,Postcode,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Formatted_Date,Datetime
03/02/2016,18:59:09,indian,female,moderate,28.0,no,young,big,pink,formal,purple,short_sleeve,blue,long,clothes,3,8,no,29.0,4.0,20.0,3.049749365,101.5752218,2.0,Subang Jaya,Selangor,47610,29.1,33.7,24.1,74.48,0.0,0,,0.0,0.0,,16.2,251.0,,89.0,10.0,95.7,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-03,2016-02-03 18:59:09
21/12/2015,15:33:40,foreigner ,female,moderate,31.0,no,toddler ,small,red,traditional,blue,long sleeve,orange,long,blankets,5,8,no,25.0,2.0,13.0,3.062494178,101.5812639,1.0,Subang Jaya,Selangor,47610,32.9,39.1,24.0,59.73,0.0,0,,0.0,0.0,,18.2,249.0,,89.0,10.0,310.1,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-21,2015-12-21 15:33:40
06/12/2015,16:44:18,chinese,male,moderate,44.0,yes,young,big,green,casual,purple,short_sleeve,yellow,long,clothes,6,8,yes,19.0,0.0,20.0,3.092395969,101.5644372,3.0,Shah Alam,Selangor,40250,31.0,37.7,25.0,70.52,0.0,0,,0.0,0.0,,16.5,260.0,,89.0,10.0,348.1,1.3,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-06,2015-12-06 16:44:18
24/02/2016,14:43:30,indian,male,moderate,39.0,no,young,small,white,casual,grey,short_sleeve,orange,short,clothes,4,9,yes,38.0,3.0,14.0,3.103586281,101.5735923,1.0,Shah Alam,Selangor,40250,33.9,36.4,20.1,44.35,0.0,0,,0.0,0.0,,5.5,30.0,1011.3,89.0,11.0,852.0,3.1,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-24,2016-02-24 14:43:30
25/12/2015,20:51:28,foreigner ,female,fat,39.0,no,baby,big,white,formal,blue,long sleeve,red,short,blankets,5,10,yes,53.0,2.0,12.0,3.127173484,101.5952475,3.0,Petaling Jaya,Selangor,47410,25.2,25.2,23.9,92.79,2.987,100,rain,0.0,0.0,,3.7,51.0,1011.3,99.9,6.0,0.0,,0,,"Rain, Overcast",rain,"48647099999,48650099999,WMSA,WMKK",2015-12-25,2015-12-25 20:51:28
03/12/2015,6:01:28,indian,female,fat,22.0,yes,toddler ,big,purple,casual,blue,short_sleeve,black,short,clothes,4,8,no,31.0,3.0,14.0,3.13500596,101.6362688,1.0,Kuala Lumpur,Kuala Lumpur,47308,24.0,24.0,23.0,94.15,0.0,0,,0.0,0.0,,2.0,334.0,,89.0,5.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-03,2015-12-03 06:01:28
10/02/2016,5:27:01,malay,male,thin,23.0,yes,no_kids,small,grey,formal,black,short_sleeve,grey,long,blankets,3,9,no,24.0,5.0,9.0,3.060429971,101.5957214,2.0,Subang Jaya,Selangor,47200,26.8,29.6,24.0,84.97,0.0,0,,0.0,0.0,,0.8,6.0,1009.7,89.0,7.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-10,2016-02-10 05:27:01
14/02/2016,1:49:31,indian,female,thin,52.0,yes,no_kids,big,blue,casual,brown,short_sleeve,blue ,long,clothes,4,10,no,56.0,0.0,16.0,3.180444121,101.5565652,3.0,Shah Alam,Selangor,40160,27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,3.6,70.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-14,2016-02-14 01:49:31
29/12/2015,17:32:55,indian,male,fat,20.0,no,baby,big,pink,casual,black,short_sleeve,pink,short,blankets,5,9,yes,44.0,5.0,11.0,3.110717347,101.6046235,1.0,Petaling Jaya,Selangor,47301,33.0,35.4,20.1,46.66,0.0,0,,0.0,0.0,31.7,11.2,70.0,1010.1,89.0,12.4,315.5,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-29,2015-12-29 17:32:55
04/02/2016,12:50:30,foreigner ,female,thin,35.0,no,young,small,purple,formal,blue,short_sleeve,brown,long,blankets,3,10,yes,21.0,0.0,19.0,3.159741859,101.5862198,2.0,Petaling Jaya,Selangor,47810,30.0,34.2,23.0,66.14,0.0,0,,0.0,0.0,,5.5,311.0,,89.0,10.0,357.3,1.3,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-04,2016-02-04 12:50:30
19/02/2016,20:31:15,malay,male,fat,39.0,no,no_kids,big,orange,traditional,red,long sleeve,orange,short,clothes,4,10,yes,44.0,4.0,15.0,3.153332989,101.556554,1.0,Shah Alam,Selangor,47820,26.1,26.1,23.7,86.66,0.311,100,rain,0.0,0.0,,1.8,190.0,1012.3,89.0,9.0,0.0,,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",2016-02-19,2016-02-19 20:31:15
21/02/2016,12:13:14,malay,female,fat,59.0,no,toddler,big,yellow,traditional,green,short_sleeve,black ,long,clothes,4,10,no,20.0,3.0,12.0,3.114995984,101.5892163,3.0,Petaling Jaya,Selangor,47301,32.0,32.0,16.0,38.27,0.0,0,,0.0,0.0,,13.0,50.0,,89.0,10.0,1008.5,3.6,10,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-21,2016-02-21 12:13:14
15/12/2015,12:16:23,indian,male,moderate,52.0,no,toddler ,small,red,traditional,grey,long sleeve,pink,short,clothes,6,8,no,33.0,4.0,7.0,3.157650042,101.5978296,3.0,Shah Alam,Selangor,47820,31.0,35.5,23.0,62.68,0.0,0,,0.0,0.0,,3.6,118.0,,89.0,10.0,601.5,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-15,2015-12-15 12:16:23
22/12/2015,5:50:55,chinese,male,thin,18.0,no,baby,small,brown,formal,yellow,short_sleeve,brown,long,clothes,6,10,yes,48.0,2.0,20.0,3.058437793,101.629289,1.0,Subang Jaya,Selangor,47170,24.9,24.9,23.7,93.07,0.0,0,,0.0,0.0,,3.6,345.0,1011.1,89.0,9.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-22,2015-12-22 05:50:55
08/02/2016,7:22:33,foreigner ,female,thin,31.0,no,young,small,yellow,formal,yellow,long sleeve,blue  ,long,clothes,6,10,no,11.0,0.0,18.0,3.050824239,101.5907712,2.0,Subang Jaya,Selangor,47200,24.0,24.0,21.9,88.22,0.0,0,,0.0,0.0,,1.7,341.0,,89.0,8.1,26.7,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-08,2016-02-08 07:22:33
03/01/2016,12:31:47,chinese,male,thin,44.0,yes,no_kids,small,brown,casual,orange,short_sleeve,black,short,blankets,3,10,no,45.0,5.0,8.0,3.116014608,101.6327245,3.0,Petaling Jaya,Selangor,46400,32.0,37.9,24.0,62.88,0.0,0,,0.0,0.0,,3.7,158.0,,89.0,10.0,737.0,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-03,2016-01-03 12:31:47
03/12/2015,4:33:18,foreigner ,female,moderate,50.0,yes,young,small,pink,formal,purple,short_sleeve,yellow,long,clothes,3,9,yes,21.0,3.0,19.0,3.091117907,101.5670491,1.0,Shah Alam,Selangor,40250,25.0,25.0,24.0,94.12,0.0,0,,0.0,0.0,,3.6,340.0,,89.0,5.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-03,2015-12-03 04:33:18
28/12/2015,17:54:15,chinese,female,moderate,18.0,yes,no_kids,small,brown,traditional,blue,short_sleeve,blue_jeans,short,blankets,4,8,yes,46.0,1.0,8.0,3.159948135,101.557339,1.0,Petaling Jaya,Selangor,47810,27.0,30.1,23.9,82.95,0.0,0,,0.0,0.0,,3.6,189.0,1013.1,89.0,10.0,241.6,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-28,2015-12-28 17:54:15
20/12/2015,14:20:32,malay,female,moderate,28.0,no,young,small,red,casual,black ,long sleeve,black ,long,blankets,4,10,yes,34.0,0.0,21.0,3.16638169,101.5672963,3.0,Petaling Jaya,Selangor,47810,30.9,36.4,24.0,66.76,0.0,0,,0.0,0.0,,11.1,250.0,1011.7,89.0,11.0,514.3,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-20,2015-12-20 14:20:32
16/12/2015,23:24:44,foreigner ,male,moderate,59.0,no,no_kids,small,yellow,traditional,yellow,long sleeve,blue  ,short,clothes,5,10,no,13.0,4.0,14.0,3.06593942,101.5734484,3.0,Subang Jaya,Selangor,47610,24.9,24.9,21.2,80.02,0.0,0,,0.0,0.0,,0.3,3.0,1012.9,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-16,2015-12-16 23:24:44
10/02/2016,7:09:04,malay,female,thin,57.0,yes,young,small,grey,casual,grey,short_sleeve,red,long,blankets,4,10,yes,45.0,5.0,18.0,3.068982138,101.6381871,2.0,Subang Jaya,Selangor,41100,26.0,26.0,23.8,87.74,0.0,0,,0.0,0.0,,2.4,328.0,,89.0,6.4,26.8,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-10,2016-02-10 07:09:04
30/12/2015,1:31:09,chinese,male,fat,26.0,yes,toddler ,big,yellow,casual,purple,long sleeve,purple,long,clothes,6,9,no,36.0,3.0,7.0,3.158029787,101.573782,2.0,Petaling Jaya,Selangor,47810,26.0,26.0,22.0,78.61,0.0,0,,0.0,0.0,,1.9,80.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-30,2015-12-30 01:31:09
05/01/2016,17:05:11,chinese,female,fat,19.0,yes,no_kids,small,yellow,casual,black ,long sleeve,grey,short,clothes,4,7,no,24.0,3.0,11.0,3.064167798,101.615291,2.0,Subang Jaya,Selangor,41100,30.9,37.9,25.2,71.69,0.0,0,,0.0,0.0,,11.2,221.0,1009.4,89.0,9.1,301.4,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-05,2016-01-05 17:05:11
18/01/2016,8:12:10,malay,female,moderate,57.0,yes,baby,big,white,casual,black ,long sleeve,pink,long,blankets,3,8,no,57.0,3.0,14.0,3.143076345,101.6139067,2.0,Petaling Jaya,Selangor,47800,25.1,25.1,24.7,97.56,0.0,0,,0.0,0.0,,0.0,0.0,1010.6,89.0,7.1,117.3,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-18,2016-01-18 08:12:10
19/01/2016,12:05:29,foreigner ,female,moderate,42.0,no,young,small,grey,casual,blue,long sleeve,orange,short,blankets,3,10,yes,41.0,0.0,13.0,3.052768349,101.635232,3.0,Subang Jaya,Selangor,47100,32.0,37.9,24.0,62.71,0.0,0,,0.0,0.0,24.1,5.4,142.0,,89.0,10.0,778.5,2.8,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-19,2016-01-19 12:05:29
19/02/2016,0:44:13,malay,male,thin,56.0,yes,no_kids,big,brown,traditional,purple,long sleeve,black ,long,clothes,5,7,no,13.0,2.0,12.0,3.145022656,101.6302028,3.0,Kuala Lumpur,Kuala Lumpur,60000,25.9,25.9,23.9,88.75,0.0,0,,0.0,0.0,,1.8,248.0,,88.0,6.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK",2016-02-19,2016-02-19 00:44:13
26/01/2016,20:37:40,foreigner ,female,fat,41.0,yes,no_kids,small,grey,traditional,black ,short_sleeve,orange,short,clothes,5,7,yes,19.0,3.0,11.0,3.076893323,101.5635662,1.0,Subang Jaya,Selangor,40250,29.1,33.0,23.1,69.74,0.0,0,,0.0,0.0,,2.1,119.0,1010.6,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-01-26,2016-01-26 20:37:40
02/02/2016,18:21:15,chinese,male,moderate,48.0,no,toddler ,small,orange,formal,yellow,long sleeve,black ,long,blankets,6,9,no,43.0,0.0,16.0,3.183065841,101.6055389,2.0,Petaling Jaya,Selangor,52200,31.9,37.8,24.0,62.92,0.0,0,,0.0,0.0,,12.9,260.0,,89.0,10.0,92.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-02,2016-02-02 18:21:15
27/02/2016,17:36:16,foreigner ,male,moderate,26.0,yes,toddler ,small,orange,casual,white,long sleeve,green,long,blankets,5,8,no,23.0,5.0,18.0,3.146642316,101.566258,1.0,Shah Alam,Selangor,47820,31.9,36.7,23.0,59.39,0.0,0,,0.0,0.0,,14.8,220.0,1010.4,89.0,12.5,318.0,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-27,2016-02-27 17:36:16
28/01/2016,15:52:45,malay,female,fat,29.0,no,toddler ,small,blue,traditional,pink,long sleeve,pink,short,blankets,4,8,no,59.0,0.0,17.0,3.116901844,101.6082477,2.0,Petaling Jaya,Selangor,47301,34.0,41.9,25.0,59.66,0.0,0,,0.0,0.0,,12.9,220.0,,89.0,10.0,586.8,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-28,2016-01-28 15:52:45
06/12/2015,5:46:44,chinese,male,fat,26.0,yes,baby,small,pink,traditional,black ,short_sleeve,blue_jeans,short,clothes,5,9,yes,29.0,5.0,18.0,3.065557376,101.5925418,1.0,Subang Jaya,Selangor,47500,24.8,24.8,23.9,94.67,0.0,0,,0.0,0.0,,0.3,355.0,1009.8,89.0,8.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-06,2015-12-06 05:46:44
21/01/2016,18:40:53,foreigner ,male,fat,23.0,yes,no_kids,small,yellow,traditional,brown,long sleeve,purple,long,blankets,3,9,no,32.0,2.0,19.0,3.168845235,101.6274173,1.0,Kuala Lumpur,Kuala Lumpur,47820,31.0,34.6,22.1,59.23,0.0,0,,0.0,0.0,,16.3,190.0,,89.0,10.0,71.7,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-21,2016-01-21 18:40:53
31/01/2016,11:11:36,indian,female,moderate,40.0,yes,no_kids,small,red,traditional,purple,long sleeve,green,long,clothes,5,8,yes,33.0,0.0,10.0,3.147371758,101.6467883,2.0,Kuala Lumpur,Kuala Lumpur,50490,31.7,36.7,23.3,61.05,0.0,0,,0.0,0.0,,3.7,214.0,1012.6,89.0,11.4,794.3,2.9,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-31,2016-01-31 11:11:36
22/02/2016,11:52:18,indian,female,thin,59.0,yes,baby,big,black,casual,brown,long sleeve,pink,long,blankets,4,10,yes,50.0,5.0,14.0,3.090744547,101.6376891,2.0,Petaling Jaya,Selangor,46050,30.1,32.8,21.1,58.44,0.0,0,,0.0,0.0,,5.7,288.0,1015.9,89.0,10.9,935.5,3.4,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-22,2016-02-22 11:52:18
18/12/2015,3:33:58,foreigner ,female,fat,47.0,no,baby,small,white,formal,brown,short_sleeve,blue_jeans,long,blankets,3,9,yes,31.0,0.0,13.0,3.062020498,101.615813,2.0,Subang Jaya,Selangor,41100,25.0,25.0,23.0,88.68,0.0,0,,0.0,0.0,,3.5,308.0,,89.0,8.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-18,2015-12-18 03:33:58
15/01/2016,11:27:04,indian,male,moderate,56.0,yes,toddler ,big,blue,casual,pink,short_sleeve,black ,short,blankets,5,9,no,26.0,3.0,15.0,3.120827966,101.6007388,1.0,Petaling Jaya,Selangor,47301,29.0,34.3,24.8,77.98,0.0,0,,0.0,0.0,,5.4,209.0,1011.6,89.0,10.0,514.0,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-15,2016-01-15 11:27:04
01/02/2016,23:56:46,chinese,female,moderate,18.0,no,no_kids,small,yellow,casual,blue,short_sleeve,green,short,clothes,5,7,yes,24.0,5.0,20.0,3.077156167,101.6003612,2.0,Subang Jaya,Selangor,47500,26.9,30.4,25.0,89.39,0.0,0,,0.0,0.0,,0.2,7.0,1011.8,89.0,6.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-01,2016-02-01 23:56:46
23/12/2015,23:27:04,malay,male,moderate,36.0,yes,no_kids,big,black,casual,pink,short_sleeve,red,short,clothes,4,7,no,35.0,1.0,17.0,3.162504996,101.6315875,1.0,Kuala Lumpur,Kuala Lumpur,47820,28.1,32.9,25.0,83.28,0.0,0,,0.0,0.0,,3.6,299.0,1012.4,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-23,2015-12-23 23:27:04
10/12/2015,5:54:47,foreigner ,male,moderate,54.0,no,toddler ,big,pink,formal,purple,long sleeve,blue  ,long,clothes,3,9,no,49.0,5.0,16.0,3.108257084,101.6559859,1.0,Petaling Jaya,Selangor,46000,24.8,24.8,23.9,94.65,0.0,0,,0.0,0.0,,1.8,322.0,1010.3,89.0,5.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-10,2015-12-10 05:54:47
06/12/2015,20:51:52,indian,female,moderate,42.0,no,toddler,big,pink,formal,brown,short_sleeve,brown,long,clothes,6,10,yes,58.0,3.0,14.0,3.15457755,101.560886,1.0,Petaling Jaya,Selangor,47820,25.1,25.1,24.1,94.19,16.947,100,rain,0.0,0.0,,3.6,269.0,1010.3,89.0,8.0,0.0,,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",2015-12-06,2015-12-06 20:51:52
15/02/2016,19:38:57,malay,male,moderate,29.0,yes,baby,big,white,traditional,green,long sleeve,brown,long,clothes,4,10,yes,42.0,2.0,7.0,3.149933876,101.6303345,1.0,Kuala Lumpur,Kuala Lumpur,60000,28.0,31.4,23.1,74.49,0.0,0,,0.0,0.0,,7.6,289.0,,89.0,10.0,1.0,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-15,2016-02-15 19:38:57
31/01/2016,4:40:39,foreigner ,male,moderate,35.0,yes,toddler ,big,pink,casual,black,short_sleeve,blue ,long,blankets,5,10,yes,41.0,5.0,18.0,3.055661731,101.6517598,2.0,Subang Jaya,Selangor,47100,27.0,30.5,24.9,88.1,0.0,0,,0.0,0.0,,0.5,10.0,,89.0,3.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-01-31,2016-01-31 04:40:39
12/01/2016,23:30:54,chinese,male,fat,30.0,no,toddler ,big,grey,formal,red,short_sleeve,blue_jeans,short,clothes,5,10,yes,15.0,5.0,13.0,3.111809597,101.5809567,1.0,Petaling Jaya,Selangor,47301,26.1,26.1,23.1,83.52,0.0,0,,0.0,0.0,,3.7,351.0,1011.7,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-01-12,2016-01-12 23:30:54
17/12/2015,22:26:30,foreigner ,male,thin,46.0,yes,baby,big,brown,traditional,black ,short_sleeve,blue,short,blankets,4,10,no,49.0,2.0,19.0,3.10928143,101.6422041,1.0,Petaling Jaya,Selangor,46200,25.1,25.1,22.9,87.69,0.0,0,,0.0,0.0,,12.5,313.0,,89.0,8.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-17,2015-12-17 22:26:30
29/01/2016,4:31:14,foreigner ,female,moderate,57.0,yes,no_kids,small,red,formal,blue,short_sleeve,yellow,long,clothes,5,8,yes,13.0,2.0,21.0,3.082711132,101.650476,3.0,Petaling Jaya,Selangor,46000,25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,2.5,19.0,,89.0,6.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-01-29,2016-01-29 04:31:14
18/12/2015,6:03:55,foreigner ,male,thin,27.0,yes,no_kids,small,green,casual,blue,long sleeve,brown,short,blankets,4,7,no,42.0,0.0,7.0,3.057747249,101.5655308,2.0,Subang Jaya,Selangor,47620,24.0,24.0,23.0,93.9,0.0,0,,0.0,0.0,,2.0,330.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-18,2015-12-18 06:03:55
07/02/2016,13:53:50,foreigner ,female,thin,54.0,yes,no_kids,small,pink,traditional,black,short_sleeve,orange,long,clothes,6,10,no,22.0,5.0,20.0,3.129586542,101.6088348,1.0,Petaling Jaya,Selangor,47410,31.0,35.5,23.0,62.66,0.0,0,,0.0,0.0,,14.6,31.0,,89.0,10.0,708.0,2.5,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-07,2016-02-07 13:53:50
30/01/2016,22:48:44,chinese,male,moderate,25.0,yes,young,small,green,traditional,grey,long sleeve,blue_jeans,long,blankets,5,8,no,42.0,2.0,10.0,3.139286479,101.5608021,3.0,Petaling Jaya,Selangor,47302,28.0,32.7,25.0,83.79,0.0,0,,0.0,0.0,,7.6,300.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-01-30,2016-01-30 22:48:44
26/12/2015,8:37:59,foreigner ,female,moderate,46.0,no,no_kids,small,pink,casual,green,long sleeve,black,long,blankets,3,10,yes,22.0,5.0,16.0,3.084019564,101.628749,3.0,Petaling Jaya,Selangor,46050,25.2,25.2,24.0,93.1,0.0,0,,0.0,0.0,,0.5,11.0,1011.9,89.0,8.1,142.4,0.5,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-26,2015-12-26 08:37:59
15/12/2015,22:57:40,malay,female,moderate,55.0,no,toddler ,small,white,casual,yellow,long sleeve,blue,short,blankets,5,8,yes,35.0,1.0,12.0,3.09532917,101.5877058,3.0,Shah Alam,Selangor,40150,25.0,25.0,24.0,93.98,0.0,0,,0.0,0.0,,0.1,1.0,,89.0,6.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-12-15,2015-12-15 22:57:40
31/01/2016,10:47:23,chinese,male,moderate,21.0,yes,baby,big,brown,traditional,purple,short_sleeve,orange,long,blankets,3,10,no,55.0,4.0,19.0,3.159211771,101.6383193,2.0,Kuala Lumpur,Kuala Lumpur,60000,30.0,35.1,24.0,70.69,0.0,0,,0.0,0.0,,1.9,104.0,,89.0,10.0,646.3,2.3,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-01-31,2016-01-31 10:47:23
23/01/2016,20:40:32,foreigner ,male,moderate,24.0,yes,toddler ,big,blue,formal,pink,short_sleeve,blue_jeans,long,blankets,4,8,no,38.0,4.0,19.0,3.149161764,101.6209708,1.0,Kuala Lumpur,Kuala Lumpur,60000,25.2,25.2,23.1,88.02,4.85,100,rain,0.0,0.0,,3.7,243.0,1012.0,89.0,8.1,0.0,,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",2016-01-23,2016-01-23 20:40:32
20/02/2016,18:06:44,chinese,male,fat,21.0,yes,no_kids,small,blue,traditional,orange,short_sleeve,blue ,long,clothes,4,7,no,21.0,3.0,12.0,3.177303574,101.5584962,1.0,Shah Alam,Selangor,47930,29.0,34.5,25.0,79.11,0.0,0,,0.0,0.0,,11.1,181.0,,89.0,10.0,103.6,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-20,2016-02-20 18:06:44
30/12/2015,19:21:37,malay,female,moderate,34.0,yes,young,big,blue,traditional,grey,long sleeve,grey,short,blankets,4,10,no,16.0,0.0,7.0,3.069559999,101.6036944,3.0,Subang Jaya,Selangor,46150,29.0,33.6,24.0,74.47,0.0,0,,0.0,0.0,,7.6,240.0,,89.0,8.1,0.7,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-30,2015-12-30 19:21:37
09/02/2016,23:59:11,malay,female,fat,37.0,no,baby,small,blue,casual,brown,short_sleeve,grey,long,blankets,4,7,yes,14.0,5.0,7.0,3.086767366,101.5865424,1.0,Shah Alam,Selangor,43701,27.2,30.9,24.8,86.97,0.0,0,,0.0,0.0,,1.8,29.0,1012.0,89.0,5.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-09,2016-02-09 23:59:11
29/12/2015,10:32:08,chinese,male,thin,23.0,no,young,small,purple,formal,orange,long sleeve,green,short,clothes,5,8,yes,30.0,0.0,7.0,3.180782913,101.5608819,3.0,Shah Alam,Selangor,47930,28.0,31.3,23.0,74.3,0.0,0,,0.0,0.0,,3.7,169.0,,89.0,10.0,651.0,2.3,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-29,2015-12-29 10:32:08
13/02/2016,17:16:37,chinese,male,moderate,58.0,yes,toddler,small,pink,traditional,yellow,short_sleeve,blue,long,blankets,6,10,no,52.0,5.0,18.0,3.052527534,101.6526443,3.0,Subang Jaya,Selangor,47180,31.7,38.7,24.9,67.4,0.0,0,,0.0,0.0,,12.4,258.0,1007.3,89.0,10.0,156.4,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2016-02-13,2016-02-13 17:16:37
06/12/2015,16:06:12,malay,male,fat,47.0,no,young,small,grey,formal,black ,short_sleeve,blue ,long,clothes,4,9,no,17.0,1.0,7.0,3.070560745,101.5607539,3.0,Subang Jaya,Selangor,40675,31.0,37.7,25.0,70.59,0.0,0,,0.0,0.0,,16.4,260.0,,89.0,9.9,247.3,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-12-06,2015-12-06 16:06:12
23/02/2016,4:03:01,foreigner ,female,fat,35.0,yes,toddler ,big,brown,formal,pink,long sleeve,grey,long,clothes,4,10,yes,35.0,2.0,19.0,3.110668199,101.6471593,2.0,Petaling Jaya,Selangor,46200,25.0,25.0,22.9,87.96,0.0,0,,0.0,0.0,,1.9,335.0,,89.0,5.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2016-02-23,2016-02-23 04:03:01
